书名,编绘,出版社,出版月份,开本,印数（千册）,页数,定价,年,来源,
阳光下的罪恶（维文）（电影连环画）,,新疆人民,8月,64,,,0.26元,1984,Ref004:791,
阳光下的罪恶（哈文）（电影连环画）,,新疆人民,8月,64,,,0.26元,1984,Ref004:791,
阿里巴巴（维文）（电影连环画）,,新疆人民,10月,64,,,0.17元,1984,Ref004:791,
阿里巴巴（哈文）（电影连环画）,,新疆人民,10月,64,,,0.17元,1984,Ref004:791,
画着女人和鹰的火柴（维文）,,新疆人民,2月,64,,,0.10元,1984,Ref004:791,
奇袭古仙镇（维文）,,新疆人民,5月,60,,,0.14元,1984,Ref004:791,
奇袭古仙镇（哈文）,,新疆人民,5月,60,,,0.14元,1984,Ref004:791,
英雄虎胆（维文）（电影连环画）,,新疆人民,10月,64,,,0.22元,1984,Ref004:791,
珍珠,阎为民改编、宋维成绘,新疆人民,4月,64,,,0.18元,1984,Ref004:791,
哑女（维文)（电影连环画）,,新疆人民,12月,64,,,0.21元,1984,Ref004:791,
叛逆（维文）（电影连环画）,,新疆人民,12月,60,,,0.26元,1984,Ref004:791,
叛逆（哈文)（电影连环画）,,新疆人民,12月,60,,,0.26元,1984,Ref004:791,
珍珠（维文）,阎为民编、宋维成绘,新疆人民,4月,64,,,0.18元,1984,Ref004:791,
珍珠（哈文）,阎为民编、宋维成绘,新疆人民,4月,64,,,0.18元,1984,Ref004:791,
流浪者（上、下集）（电影连环画）（哈文）,,新疆人民,10月,64,,,0.23元,1984,Ref004:791,
流浪者（上、下集）（电影连环画）（维文）,,新疆人民,10月,64,,,0.29元,1984,Ref004:791,
捕盗记（维文）,,新疆人民,8月,60,,,0.15元,1984,Ref004:791,
捕盗记（哈文）,,新疆人民,8月,60,,,0.15元,1984,Ref004:791,
第六双足迹,苏立群原著、甘礼乐改编、韩和平、陈卫东绘,新疆人民,9月,64,,,0.27元,1984,Ref004:791,
喜盈门（维文）（电影连环画）,,新疆人民,6月,60,,,0.26元,1984,Ref004:791,
六只天鹅,吕进改编、陈渊绘,新疆青年,9月,64,,,0.17元,1984,Ref004:791,
风雪万里行,钱志清改编、马泉艺绘,新疆青年,8月,64,,,0.30元,1984,Ref004:791,
艾里甫与赛乃姆（哈文）（电影连环画）（上）,张世荣编、张建国摄,新疆青年,9月,64,,,0.25元,1984,Ref004:791,
艾里甫与赛乃姆（哈文）（电影连环画）（下）,张世荣编、张建国摄,新疆青年,9月,64,,,0.25元,1984,Ref004:791,
传丝公主,王洪彬编绘,新疆青年,10月,64,,,0.20元,1984,Ref004:791,
宝刀（维文）,杨肃生编绘、艾买提译,新疆青年,4月,64,,,0.13元,1984,Ref004:791,
高山下的花环（维文）,,新疆青年,10月,64,,,0.15元,1984,Ref004:791,
如意项链（藏文）,周艳火易、饶元厚改编、张晓红绘、达旦译,西藏人民,12月,48,,,0.15元,1984,Ref004:791,
故土（藏文）,扎西卓玛改编、阿布绘,西藏人民,12月,48,,,0.20元,1984,Ref004:791,
昆虫世界历险记,鲁妮改编、隆义等绘,人美,10月,64,,,1.32元,1984,Ref004:792,
彭总扶我上战马,齐嘉改编、高泉绘,人美,3月,60,,,0.11元,1984,Ref004:792,
黑箭,李国华改编、袁大仪等绘,人美,2月,64,,,0.10元,1984,Ref004:792,
小骑兵牛刚,英夫改编、赵静东绘,中国少儿,6月,64,,,0.13元,1984,Ref004:792,
铁匠的儿子,石木改编、谢京秋绘,中国少儿,6月,64,,,0.13元,1984,Ref004:792,
流浪儿从军记,陶钝原著、徐金元改编、赵国经、王美芳绘,中国少儿,6月,64,,,0.19元,1984,Ref004:792,
老猴过寿,王泽庆改编、郝政绘,中国少儿,10月,64,,,0.13元,1984,Ref004:792,
天真的设想,黄珍编译、赵品超描绘,中国文联,10月,64,,,0.16元,1984,Ref004:792,
龙虾奇遇记,黄珍编译、王力强、黄河清描绘,中国文联,11月,64,,,0.19元,1984,Ref004:792,
米老鼠钓鱼记,吴辛编译,中国文联,8月,64,,,0.15元,1984,Ref004:792,
果菲飞车记,黄珍编译、黄河清描绘,中国文联,12月,64,,,0.15元,1984,Ref004:792,
果菲战蜂记,吴辛编译,中国文联,8月,64,,,0.15元,1984,Ref004:792,
玫瑰姑娘,徐淦改编、唐红绘,中国文联,2月,48,,,0.13元,1984,Ref004:792,
油轮海盗,黄珍编译、马德生、王玲描绘,中国文联,12月,64,,,0.15元,1984,Ref004:792,
宝盆,杨春峰改编、李加、胡亦绘,中国文联,10月,64,,,0.26元,1984,Ref004:792,
绿野仙踪,阿清改编、张宝松绘,中国文联,11月,64,,,0.26元,1984,Ref004:792,
懒汉落水,依童改编、于大武绘,农村读物,3月,64,,,0.20元,1984,Ref004:792,
人参果（葡文）,梅樱编绘,外文,,20,,,1.80元,1984,Ref004:792,
人参果（僧伽罗文）,梅樱编绘,外文,,20,,,1.80元,1984,Ref004:792,
小布头奇遇记,孙幼军著,外文,,32,,,1.70元,1984,Ref004:792,
小刺猥盖新房（孟文）,丁宇真改编、梁培龙绘,外文,,20,,,0.70元,1984,Ref004:792,
小黄学游泳（阿拉伯文）,金近原著、雷时圣、梁盈禧编绘,外文,,20,,,0.50元,1984,Ref004:792,
小黄学游泳（葡萄牙文）,金近原著、雷时圣、梁盈禧编绘,外文,,20,,,0.50元,1984,Ref004:792,
水獭和蛤蟆（孟文）,詹同编绘,外文,,20,,,0.60元,1984,Ref004:792,
小医生（英文）,张茂秋文、张文秀画,外文,,20,,,0.35元,1984,Ref004:792,
小医生（法文）,张茂秋文、张文秀画,外文,,20,,,0.35元,1984,Ref004:792,
小盲女和狐狸（精装）（日文）,梅樱编绘,外文,,20,,,2.50元,1984,Ref004:792,
小盲女和狐狸（精装）（英文）,梅樱编绘,外文,,20,,,2.50元,1984,Ref004:792,
小盲女和狐狸（平装）（英文）,梅樱编绘,外文,,20,,,1.50元,1984,Ref004:792,
小盲女和狐狸（精装）（法文）,梅樱编绘,外文,,20,,,2.50元,1984,Ref004:792,
小盲女和狐狸（平装）（法文）,梅樱编绘,外文,,20,,,1.50元,1984,Ref004:792,
